ID,GENDER,NAME,EMS,DOB,REG,SIRE,DAM
20061,F,Chuckanut Cradle-A-Love of Kikicat,PER as 22 62,19-07-1993,CFA 1335-907118 V0895,126299,20062
20062,F,Chuckanut's Frost Warning,PER ns 22 62,13-09-1992,CFA 0137-840361 V0294,137979,20060
20063,F,Chuckanut's Lillitu,PER ns 12,...,1.DEKZV 043427,119683,119682
20064,M,Chudan Celebrity,SIA n,...,GCCF NS 320556,,
20065,M,Chudders Glitterbug,BEN n 24,...,GCCF CSREF 328314,,
20066,F,Chudo Angela,SIB n 23,...,(RU)ARCCA EXP SIB/95-15,150715,
20067,M,Chui af Fredenslund,BEN n 24,06-04-2007,FD LO 146837,147310,180638
20068,M,Chui v. Hinterbuesch,NFO ds 09 23,...,DRU 038512 RIEX,2383,156919
20069,F,Chuki Sana di Eporedia*I,SOK n 22,10-04-1999,FD RX 13889,134434,4453
20070,M,Chukie just Purr-fect Be Beauperfield DK,PER ny 11,27-03-2002,FD LO 113932,38498,38520
20071,M,Chula-Ban Blue Ramses,ABY o,26-06-1976,CFA 0382-0002395,,
20072,F,Chu-Lin af Taperije DK,PER n 22,03-06-1994,FD RX 9591,18981,20054
20073,F,Chu-Lin af Taperije DK,PER n 23,10-04-1995,FD RX 10297,18981,20054
20074,M,Chuluk Sipandai,SIA c,...,GCCF CS 191549,4560,142830
20075,F,Chumaki Galadriel,KOR,...,GCCF CS 203463,137483,2506
20076,F,Chumaki Thaiprincess,KOR,12-06-2000,FD RX 14742,154947,20075
20077,F,Chumaly Autumn Delight of Tuckota,PER f,...,CFA 0147-012537 V0882,,
20078,M,Chumaly Chadwick of Sanree,PER e,...,CFA 0114-085385 V0883,,
20079,F,Chumaly's Cry Baby,PER f,...,CFA 0147-012303 V0884,,
20080,F,Chumaly's Shanna of Lacosta,PER n,...,CFA 0109-009251 V0681,181629,192337
20081,M,Chumaly's Sunshine of Tuckota,PER d 22,...,CFA 0140-003392 V0581,,
20082,F,Chumani á Chardani DK,RAG c 04,15-06-2006,FD LO 141295,178554,13377
20083,M,Chumani of Koontucky,MCO ns,...,ACA 82544-1,,
20084,M,Chumchum 12-28,BUR b,09-04-2012,(DK)FD LO 210953,131560,131265
20085,M,Chu-Meng af Taperije DK,PER a 22,03-06-1994,FD RX 9590,18981,20054
20086,M,Chumo von Mandahl DK,MCO d 23,13-07-1997,FD LO 91116,65846,106144
20087,F,Chundaw Kali,SIA n,...,GCCF NS 012858,,
20088,F,Chunga of the Catwalk,MCO f 22,...,DVDK LOB 22888,17240,21305
20089,F,Chunto Cream Cea,BUR e,20-10-1998,CFA 0079-1288268 V0200,,
20090,F,Chuquimancu La Gran du Ville,MCO fs 09 22,...,FE.L95.MCO.092.2,153519,175434
20091,M,"Churchil Ro-se, CZ",BRI a,...,(CZ)CSCH LO 584/1/BRI,,
20092,M,Churchill Ray-Jackmond DK,PER d 03,09-11-1992,FD LO 69830,139371,98486
20093,M,Churchill Van de Mille DK,SBI a,14-07-1993,FD LO 73120,21010,70764
20094,F,Churston Beckas Song,SBI b,...,CCCA CC 124910,181315,19902
20095,F,Churston Ciros Pearl,SBI b,...,GCCF CSSR 344907,181315,19902
20096,F,Churston Starbust,RAG a 03,...,(GB)GCCF CSSR 405030,118591,186220
20097,F,Churston Tinsel,SBI b,...,GCCF CS 359368,,
20098,F,Chu-San af Taperije DK,PER d 22,25-03-1998,FD RX 12648,92026,20054
20099,F,Chushingura's Barbie Dot,PER g 03,...,SVERAK LO 22147,23445,12645
20100,M,Chushingura's Fridolin Z,BRI a,...,SVERAK RX 53020,160968,12674
20101,M,Chushingura's Hjalmar,PER d,...,SVERAK LO 26835,23628,20099
20102,F,Chyna's Caliente,ABY n,...,CFA 0381-802208 V1093,22123,20105
20103,M,Chyna's Johnny Reb of Wil-O-Glen,ABY n,30-05-1991,CFA 0380-720691 V0693,121945,191449
20104,M,Chyna's Kahlil of Jannalou,ABY n,29-04-1994,CFA 0380-928817 V0795,,
20105,F,Chyna's Nimue,ABY n,...,CFA 0381-664512 V0992,121945,191449
20106,F,Chyna's Scarlett of Phaulkon,ABY n,...,CFA 0381-720625 V0193,121945,191449
20107,M,Chyna's Sidhartha of Teela,ABY n,...,CFA 0380-928816 V1195,166968,20102
20108,F,Chynnabrook Sonny of Chubbies,PER d 03,16-05-1997,CFA 1111-1142615 V0999,121322,18652
20109,M,Chyra Crackerjack,SIA c,...,GCCF NS 320574,,
20110,F,Cia af Fredenslund,ABY o,06-11-1990,FD LO 61228,46382,143318
20111,F,Ciara av Jobu(N),NFO fs 09 23,08-05-1998,SVERAK RX 152711,990,127151
20112,F,Ciara Grandillusion of Pawsdlite,OSH n,01-04-1995,CFA 2309-1063364 V0797,,
20113,F,Ciazinta's Memory Lane,PER g 02 62,03-11-2009,(DK)FD LO 203738,132211,20116
20114,F,Ciazinta's Omnia Amethyste,PER fs 03,27-07-2009,(DK)FD LO 203150,135153,165954
20115,F,Ciazinta's Omnia Chystalline,PER fs 22 62,27-07-2009,(DK)FD LO 203149,135153,165954
20116,F,Ciazinta's Sophia Loren,PER n 02 62,30-07-2007,(DK)FD LO 203148,176450,168506
20117,F,Ciba af Falk de Bytho DK,PER g,30-06-1991,FD LO 63433,18981,111509
20118,M,Cibenlius af Kokari DK,PER n 33,09-11-1990,FD LO 61955,15180,153256
20119,M,Cibial P af Stapris DK,PER n,08-03-1988,FD LO 50622,143089,186995
20120,M,Cibo Somalkat,SOM n,...,CPKK 3/89/SOM,22368,147624
20121,M,Cica Bumm Cica Bumm D.Grassetto DK,SIA a,24-02-1993,FD RX 8761,91030,155638
20122,M,Cicek Mavi van Sarogna Eskrut,TUA a,...,MU.R90.TA.NL.047,,
20123,F,Cicek Modali Ucinci,TUV d 62,...,XX 704,,
20124,F,Cicely,EUR f 03,...,SVERAK RX 45827,,
20125,F,Cicely af Vrold DK,PER g,13-04-1996,FD LO 85088,156214,187365
20126,M,Cicero af Carvino,BUR b,08-07-2009,FD LO 157439,10108,22715
20127,M,Cicero af Clipper,BRI ns 24,12-10-2007,FD LO 153291,69535,15502
20128,M,Cicero af Skovmærke,BUR n,27-11-1998,FD LO 97878,137715,74305
20129,M,Cicero av Abyata,ABY n,...,NRR LO 2614,,
20130,M,Cicero Cennini DK,SBI n,16-06-1996,FD LO 86013,122737,70758
20131,M,Cicero du Nord,EXO a,30-03-1992,FD LO 67216,179653,155334
20132,M,Cicero Egegård DK,PER n 33,08-04-1992,FD LO 66751,8804,119870
20133,M,Cicero Star Breed DK,NFO w,08-03-2002,FD LO 114199,178989,69636
20134,F,Cicero's Miss Carmencita,BUR n,...,SRK LO 10992,174104,163384
20135,F,Cicero's Victoria Mi Lei-Fo,BAL c,...,NKFV RVT 66.393,6145,166509
20136,F,Cici af Bækgården,PER c 33,11-06-1990,FD LO 59826,18824,160080
20137,F,Cici af Ellebæk,PER n 33,31-05-1991,FD LO 64197,151992,182051
20138,F,Cici af Grevelund,PER g 33,25-07-1988,FD LO 53036,118096,183721
20139,F,Cici af Neferkare DK,ABY o,29-05-1998,FD LO 94780,137741,148437
20140,F,Ci-Ci af Taperije DK,PER g,25-05-1991,FD LO 63191,18981,117616
20141,F,Cici af Vidars DK,BUR n,20-01-1993,FD LO 70174,139899,161636
20142,F,Cici Nes-Rovel,PER g,...,FD LO 31976,186050,122134
20143,F,Cici Van Kedi von Alexis,TUV n 62,...,1.ITAVC TUV-LO-2758/1.02,159225,
20144,F,Cici Von Adler DK,MCO n 09 22,05-03-1993,FD LO 71141,8356,45908
20145,F,Ciciline von Leerbeck DK,PER e,12-05-1988,FD LO 50981,5483,84691
20146,F,Ciciolina Zarzuela,TUA es 23,08-05-1999,FD LO 100673,4743,20260
20147,M,Cicki Dee's Black cadillac,PER n,...,SVERAK LO 52829,150634,18378
20148,M,Cico For your Eyes DK,PER d 03,23-04-1991,FD LO 62678,161427,84693
20149,F,Cicókai-Picur Olimpia,PER a 03,...,MOE 1710,,
20150,M,Ciddi van Eskisenir,TUA w 63,...,NPV A 9104-0195,20445,8148
20151,M,Ciderhouse Lukas of Tamarakatz,SOM n,23-03-1997,CFA 1380-1129483 V0798,20155,20154
20152,F,Ciderhouse Meghan of Tamarakatz,SOM n,23-03-1997,CFA 1381-1129484 V0798,20155,20154
20153,M,Ciderhouse Presto Vivace,SOM n,01-01-1996,CFA 1380-1057254 V0597,153266,178695
20154,F,Ciderhouse Sparks A Flyin',SOM n,13-02-1996,CFA 1381-1065427 V0597,178696,20156
20155,M,Ciderhouse Tennison,SOM n,01-01-1996,CFA 1380-1057253 V0597,153266,178695
20156,F,Ciderhouse Tosca,SOM n,19-09-1994,CFA 1381-970509 V0696,17190,145198
20157,M,Cidi-Jo vom Elber Berg,RUS,...,WACC RVDE 01060644,147365,1707
20158,F,Ciesca Para Mi,MCO fs 09 23,16-03-1999,FD LO 99129,110767,145591
20159,F,Ciesca Para Mi,MCO n 23,10-11-2007,FD LO 149422,42050,151856
20160,F,Ciffy af Reedtz,PER a,07-08-1992,FD RX 8362,19860,136881
20161,M,Ciggih af Tokkeløkkehus DK,CRX n 03,16-04-2007,FD LO 146809,172883,75004
20162,M,Cigurd Dia Chazan DK,SBI c,06-02-2004,FD LO 125838,167936,165713
20163,M,Cikki Thaie Bamboo,SBI b 21,05-05-2007,FD LO 146820,8511,8473
20164,M,Cilgerran Brian Boyo,MAN x n 03 54,...,CFA 0660-485280 V1088,,
20165,F,Cilgerran Enfys of Blarney,MAN x f 03 23 ,...,CFA 0691-695114 V0692,20164,20173
20166,M,Cilgerran Finagle,MAN x e 23,...,CFA 0654M-242709 V0186,144841,178494
20167,F,Cilgerran Katie Danagher,MAN x f,...,CFA 0647-144001 V0983,144845,144843
20168,F,Cilgerran Malarkey,MAN x d 03 23,...,CFA 0691-366734 V0590,20166,20172
20169,M,Cilgerran Mickleann O'Flynn,MAN x n 03,...,CFA 0660-309714 V0587,183304,20167
20170,F,Cilgerran O'Rian,MAN x n 03,...,CFA 0661-245626 V0585,20171,144838
20171,M,Cilgerran Padraig Danagher,MAN x n 03,...,CFA 0660-162633 V1183,,
20172,F,Cilgerran Shellycoat,MAN x f 03,...,CFA 0649-351032 V0187,183304,20170
20173,F,Cilgerran Shenanigan of Blarney,MAN d 03 23 51,...,CFA 0691-444170 V1088,,
20174,F,Cília Bílý hrad,PER f,...,CPKK 3812/92/PER,2508,188920
20175,F,Cilia de La Val,PER c 33,05-03-1994,FD LO 75266,166687,135386
20176,F,Cilka Somalkat,SOM o,...,CPKK 6/89/SO,22368,147624
20177,F,Cilla 84-19,PER f,01-05-1984,FD LO 37283,13393,130744
20178,F,Cilla 93-77,MCO a 09 22,10-04-1993,FD LO 71252,146351,65869
20179,F,Cilla af Bækgården,PER f,21-09-1990,FD LO 60915,159453,11461
20180,F,Cilla af Krumbak,PER f,...,FD 19474,,
20181,F,Cilla Juditha of Belladonna DK,PER ny 11,12-10-1996,FD RX 11649,101816,101820
20182,F,Cilla Mie-mie DK,SIA n,20-11-1999,FD LO 102974,156420,68397
20183,F,Cilla Van Den Kleben DK,PER n 01 62,15-06-1993,FD LO 71794,70127,3208
20184,F,Cille 09-61,SBI a,09-07-2009,FD LO 176635,41013,53160
20185,F,Cille 97-42,SBI a,26-03-1997,FD LO 90067,168054,125160
20186,F,Cille af Carvino,BUR a,08-07-2009,FD LO 157444,10108,22715
20187,F,Cille af Handbjerg DK,EUR d 22,04-08-1990,FD LO 60383,6809,36061
20188,F,Cille Columbelle DK,NFO f 09 22,17-07-1997,FD LO 91023,123830,165581
20189,F,Cille de La Val,PER c 33,05-03-1994,FD LO 75265,166687,135386
20190,F,Cille Malibu DK,SIA n,24-11-1991,FD LO 66050,156527,8960
20191,F,Cille Noiseless DK,PER c,18-08-1993,FD LO 73958,2409,38469
20192,F,Cille Sinklair,SBI a 21,27-05-1999,FD LO 100565,120267,133121
20193,F,Cille von Høgh DK,PER gs 02 21 6,13-09-2000,FD LO 106940,23940,1126
20194,F,Cille von Welsch DK,SBI a,11-11-1995,FD LO 83553,19552,135792
20195,F,Cillukka af Tokkeløkkehus DK,CRX f 03,16-04-2007,FD LO 146810,172883,75004
20196,M,Cimarron of Golden Grace,BUR c,...,1.DEKZV 172977,,
20197,M,Cimba 11-38,BRI a,03-06-2011,(DK)FD LO 204881,192733,174138
20198,M,Cimba Cormath DK,NFO d 09 23,07-10-2005,FD LO 137328,59856,130962
20199,F,Cimbria Abby,NFO fs,01-03-2004,FD LO 132105,55166,33988
20200,M,Cimbria Alexander den Store,NFO ns 09,01-03-2004,FD LO 132107,55166,33988
20201,M,Cimbria Asterix II.,NFO ns 09 23,01-03-2004,FD LO 132106,55166,33988
20202,F,Cimbria Belinda,NFO ns 09,03-03-2004,FD LO 126714,55166,26163
20203,F,Cimbria Bephana,NFO fs 09 22,03-03-2004,FD LO 126713,55166,26163
20204,F,Cimbria Betty Boop,NFO n 09 22,03-03-2004,FD LO 126715,55166,26163
20205,M,Cimbria Caligula,NFO n 09,18-03-2004,FD LO 128723,55166,108127
20206,M,Cimbria Claudius,NFO n 09 23,18-03-2004,FD LO 128722,55166,108127
20207,M,Cimbria Cæsar,NFO n 09 23,18-03-2004,FD LO 128724,55166,108127
20208,M,Cimbria Dimitri,NFO ns 09 23,07-12-2005,FD LO 138612,55166,26163
20209,M,Cimmon of Lancarrow,OSH o 22,01-10-2011,(DK)FD LO 208560,121938,63576
20210,F,Cimone 96-60,PER d 03,01-07-1996,FD LO 85747,43434,43521
20211,F,Cin Bette My af Fuga,OSH b,26-09-1996,FD RX 11559,50885,20212
20212,F,Cin Ditte af Fuga,OSH n,21-02-1995,FD LO 83613,180333,154964
20213,M,Cinaron's William,PER ns 12,...,CFA 0130-829627,134830,149971
20214,F,Cinax' Garden Sun,RAG a,...,KKN SL 1065-01,173138,171630
20215,F,Cincicat Heidi of Luckylace,SBI n,...,CFA 0183-237914 V0986,,
20216,F,Cincicatti Petrakova of Forgecrest,SBI a,...,CFA 0187-815971 V0893,118851,130946
20217,F,Cin-Cin of Edenplace,BRI ns,...,WCF DE 27381,11931,148872
20218,M,Cincinatty-Kid of Coon Castle,MCO n 09 22,...,WACC RVDE 01033009,119918,181957
20219,M,Cincinnaty-Kid of Coon Castle,MCO n 09 22,03-11-1998,BEC 01033009,119918,181957
20220,F,Cinder van de Balkenburcht,BRI c,...,NKFV RVT 127.139,174475,122604
20221,F,Cinderella,NFO e 09 23,15-11-1992,SVERAK LO 89772,171693,170265
20222,F,Cinderella 00-196,PER f,23-10-2000,FD LO 107338,24458,92900
20223,F,Cinderella 96-91,PER g 33,03-08-1996,FD LO 86827,20132,138772
20224,F,Cinderella af Fort Øst,PER n 33,09-09-1990,FD LO 60842,136405,157474
20225,F,Cinderella af Jurian DK,PER g,29-04-1992,FD LO 67029,187548,161061
20226,F,Cinderella af Kambyses,PER a,...,FD LO 31734,19112,142457
20227,F,Cinderella af Perikles,PER f,08-05-1992,FD LO 67373,179791,135196
20228,F,Cinderella af Rolandska DK,PER f 03,15-07-1996,FD RX 11512,55130,190811
20229,F,Cinderella af Tokkeløkkehus DK,PER g 03,02-08-1999,FD LO 100700,10430,10600
20230,F,Cinderella av Buerlia(N),EUR f 03,...,NRR RX 6528,170914,7127
20231,F,Cinderella av Jostedalsbreen,NFO ns 09 23,...,(DE)DEKZV 330987,,
20232,F,Cinderella Child of Maine,MCO d 09 22,23-11-1998,FD LO 100905,139244,155071
20233,F,Cinderella Felis Audax DK,NFO g 09,02-09-1998,FD LO 97145,7641,148585
20234,F,Cinderella of Grand Voice's,MCO ns 23,...,SDRV 05011344,24328,153498
20235,F,Cinderella of Katrinaq DK,RUS,03-04-1997,FD LO 88910,56512,181410
20236,F,Cinderella of Kazpirk,ABY n,...,WACC RVDE 01003976,,
20237,F,Cinderella of Natassja DK,PER f,26-08-1991,FD LO 64836,155822,118619
20238,F,Cinderella of Summerplace,MCO ns 09 22,...,SDRV 05007590,126695,155261
20239,F,Cinderella of the Golden Rainbow,PER ds 11,...,NCT 810256,165840,123984
20240,F,Cinderella of Tintagel DK,CRX e 24,18-05-1998,FD LO 94559,186470,135447
20241,F,Cinderella v. Bitubar,SIA n,...,FE.L82.S3.081.2,,
20242,F,Cinderella v. Donnersmark,MCO n 22,...,1.DEKZV 028752,132463,132462
20243,F,Cinderella v. Odessa,MCO n 09 21,...,1.DEKZV LO 105634,,
20244,F,Cinderella v.Lahrtal,BRI g,...,(PL)SHKRP LO 5589,,
20245,F,Cinderella vom Baikalsee,SIB f 09 21,...,UCU 97075 SIB,,
20246,F,Cinderella von Eisenstein,SIA f,...,1.DEKZV 182433,9585,5687
20247,F,Cinderella's Roxanne,MCO d 09 23,05-11-1994,FE.L94.MC.079.5,42610,147176
20248,F,Cindi 90-98,PER w 62,22-05-1990,FD LO 59913,5475,138977
20249,F,Cindi von Kaas DK,PER a,14-05-1994,FD LO 76985,2409,1681
20250,F,Cindy,PER w 61,...,SVERAK LO 42201,,
20251,F,Cindy,RAG n 04,21-02-1984,TICA 02T 022184 007,,
20252,F,Cindy 08-67,MCO fs 22,02-06-2008,FD LO 172656,64215,67408
20253,F,Cindy á Schacht DK,PER g 03,30-06-1992,FD RX 8304,128746,193165
20254,F,Cindy af Frennepark,PER g 02 62,04-03-2002,FD LO 114745,13293,135804
20255,F,Cindy af Jevista DK,PER g,03-04-1988,FD LO 50827,141218,11263
20256,F,Cindy af Oddershede,ABY n,16-02-1987,FD LO 46534,6383,143073
20257,F,Cindy af Opus One DK,PER ns 11,07-09-1990,FD LO 60801,122527,189710
20258,F,Cindy af Paral,PER g 03,07-11-1986,FD LO 45871,154840,182258
20259,F,Cindy af Sae Bon DK,PER a,26-04-2000,FD LO 104451,30074,40517
20260,F,Cindy Amaryllis DK,TUA fs 22,20-07-1996,FD LO 86907,176407,128926
20261,F,Cindy av Isfjord,NFO w,10-06-1994,FD LO 79078,45202,18867
20262,F,Cindy av Ulse(N),NFO n 09,...,NRR LO 61255,165040,159627
20263,F,Cindy Chi-Chi af Jantzbæk DK,PER w 62,10-08-1990,FD RX 6755,1984,189932
20264,F,Cindy du Long,PER n,...,1.DEKZV LO 041018,,
20265,F,Cindy Kempes DK,SBI a,10-01-2003,FD LO 119510,122821,121139
20266,F,Cindy Larenco DK,PER g,15-08-1999,FD LO 101608,77957,186190
20267,F,Cindy Lou af Kissimmee DK,PER j,21-03-1991,FD RX 7145,16268,138530
20268,F,Cindy Lou Itcouldhappen of Capriole,SIA n,...,CFA 0273-1075467 V0698,10478,20270
20269,F,Cindy Louper Cormath DK,NFO f 09,08-06-2004,FD LO 128555,16940,58457
20270,F,"Cindy Lou's Sister Kathrine O'Reily, DM",SIA b,...,CFA 0271-878722 V0295,,
20271,F,Cindy Luela,SIA n,...,GCCF NS 014904,,
20272,F,Cindy Necamé DK,PER ny 11,08-06-1998,FD LO 95410,154911,158219
20273,F,Cindy Nice of Great Yarmouth,PER e,...,FD 11303,190971,190970
20274,F,Cindy of Cucumis DK,PER g,29-04-1999,FD LO 99956,192068,8266
20275,F,Cindy of Famoa DK,BUR c,31-07-2000,FD LO 106225,164671,4335
20276,F,Cindy of Gipsy Cats DK,PER d 03,20-04-2000,FD LO 104407,150803,63063
20277,F,Cindy of Valentinos,PER f 03,17-03-1991,FD LO 62552,187758,21154
20278,F,Cindy off Ejsing DK,PER a 33,10-09-1993,FD LO 73815,31741,146522
20279,F,Cindy Rose of Delight DK,PER f 03,20-06-1993,FD RX 9029,186623,151779
20280,F,Cindy Tamael,BRI e,...,NKFV RvT 112.626,119140,175814
20281,F,Cindy The Magic Ones,MCO f 22,...,IMCCC 3MC220496-U-14159,,
20282,F,Cindy v. Bersrod,MCO f 09,...,1.DEKZV 244270,127739,10902
20283,F,Cindy v. Scahaningi,BRI e,...,1.DEKZV LO 299298,128169,187829
20284,F,Cindy v. Silver River,BRI g,...,WCF DE 25567,,
20285,F,Cindy v. Tribo,BRI b 33,...,FFH LO 48339,15708,6042
20286,F,Cindy v.d. Weininsel,MCO n 09 22,...,1.DEKZV 249275,157025,189011
20287,F,Cindy Van de Mille DK,SBI n,14-07-1993,FD LO 73121,21010,70764
20288,F,Cindy von der Lauterburg,RUS,...,1.DEKZV LO 098196,,
20289,F,Cindy von Hirsch DK,PER a 33,28-04-1990,FD LO 58887,14798,193924
20290,F,Cindy von Old Wattsche,MCO ns 09 22,01-11-2002,KVL 02-353-1167-8,175453,11112
20291,F,Cindy von Sesostris,ABY n,...,1.DEKZV LO 236652,18259,149783
20292,F,Cindy von Vanamoinen,SBI a,...,FFH LO 44140,24007,185615
20293,M,Cinema Lethal Weapon of Primadowdy,PER n,30-10-1991,CFA 0108-769051 V0493,,
20294,F,Cinema Princess Bride,PER f,07-12-1992,CFA 0147-836774 V0197,186603,20295
20295,F,Cinema's The Woman In Red,PER d,23-05-1991,CFA 0111-783529 V0393,,
20296,M,Cinemor T. Patrick O'Ryan,ABY n,15-02-1981,CFA 0380-078665 V0183,,
20297,F,Cineole Eve,XSH bs 25,...,NZCF 054453-E,,
20298,M,Cinjoh's Simba of Felitan,SIA n,...,CFA 0272-1061584 V0897,134404,14046
20299,F,Cinky Calico Patriarca,MCO g 09,...,ASFE LO 22928,6692,158526
20300,M,Cinnamaine Tennessee of Cooncreole,MCO n 09 22,15-11-1987,CFA 1792-469019 V0489,186271,120092
20301,F,Cinnamon af Sriwijaya,ABY n,01-07-2000,FD LO 105285,17117,161500
20302,F,Cinnamon Dawn af Sriwijaya,ABY o,17-04-2005,FD LO 133279,166692,147533
20303,F,Cinnamon of Ethicat DK,MCO n 23,30-03-2000,FD LO 103923,92129,59377
20304,F,Cinnamon Spice of KJS,BEN n 24,01-02-1991,TICA BOT 020191 038,20862,127459
20305,M,Cinnamon's Izio,ABY o,...,ANCFF L-930126,19156,
20306,F,Cinna's Hot Stuff,ABY n,...,CFA 0381-6791 V111,155666,132989
20307,M,"Cinna's Jack Daniels of Chantebise, DM",ABY n,...,CFA 0380-006530 V0681,8574,20306
20308,M,Cinna's Red Baron of Sirkarah,ABY o,...,CFA 0382-002713 V0381,,
20309,M,Cinnful Chivas of Starspots,OCI b 24,...,CFA 0216-632630 V0292,,
20310,F,"Cinnful Sensation of Lotsaocidots, DM",OCI b 24,...,CFA 0217-359108 V1187,,
20311,F,Cinnful Uptown Girl of Timberwild,OCI b 24,...,CFA 0217-451273,,
20312,F,Cinnserely Saffron of Karrklan,OCI b 24,...,CFA 0217-1367037 V1102,,
