ID,GENDER,NAME,EMS,DOB,REG,SIRE,DAM
84,F,(N)Arctic Coon's Faithful Moon,MCO f 22,06-11-1999,FD LO 107210,128435,139246
85,M,(N)Arctic Coon's Frank Zappa,MCO n 22,06-11-1999,FD LO 107211,128435,139246
86,M,(N)Arctic Coon's Full Moon,MCO n 22,...,NRR LO 126862,128435,139310
87,M,(N)Arctic Coon's Gallatazzarai,MCO n 22,01-02-2000,NRR LO 127173,76,81
88,F,(N)Arctic Coon's Grace Jones,MCO ns,...,(N)NRR LO 143413,146450,104
89,F,(N)Arctic Coon's Hotlips,MCO f,...,NRR LO 138610,164231,103
90,F,(N)Arctic Coon's Ibiza Sunrise,MCO d 22,05-05-2000,(N)NRR LO 128095,149104,169557
91,M,(N)Arctic Coon's Inferno,MCO d 22,01-10-2007,(IS)KKI LO 03502,133012,104
92,M,(N)Arctic Coon's Iq Red Rock,MCO d 22,05-05-2000,NRR LO 128098,149104,169557
93,F,(N)Arctic Coon's Jamaica,MCO n,...,(N)NRR RX 128437,,
94,F,(N)Arctic Coon's Koz & Kaos,MCO f 22,...,NRR LO 129077,76,139246
95,F,(N)Arctic Coon's Lucy Liu,MCO f 22,28-09-2000,NRR LO 129075,76,81
96,M,(N)Arctic Coon's Ozzy,MCO d 22,15-01-2004,(N)NRR LO 138599,164233,90
97,M,(N)Arctic Coon's Paparazzi,MCO n,...,(N)NRR LO 131553,,
98,F,(N)Arctic Coon's Patzy,MCO g,...,NRR LO 131557,86,169557
99,M,(N)Arctic Coon's Pavarotti,MCO n 22,20-09-2001,CFA 1744-1458239,86,169557
100,F,(N)Arctic Coon's Pricilla Prytzly,MCO f 22,...,DVDK 27361,86,169557
101,M,(N)Arctic Coon's Quatro,MCO d,25-09-2001,(N)NRR LO 131572,86,15580
102,M,(N)Arctic Coon's Red Hot Chili Pepper,MCO d 22,...,(N)NRR LO 135016,147055,98
103,F,(N)Arctic Coon's Rolls Joyce,MCO f 22,...,(N)NRR LO 131571,86,90
104,F,(N)Arctic Coon's Sharon Stone,MCO f 22,04-09-2003,(N)NRR LO 137295,101,77
105,F,(N)Arctic Coon's Stella Polaris,MCO a 22,...,(N)NRR LO 132396,86,82
106,M,(N)Arctic Coon's Wild Majesty,MCO d 22,...,(N)NRR LO 135005,147054,94
107,F,(N)Arctic Coon's X-elent Kalua,MCO n 22,07-11-2002,SVERAK LO 188950,147054,169557
108,M,(N)Arctic Coon's Zorbaz,MCO n,...,(N)NRR LO 134809,97,93
109,F,(N)Aristel's Concordia,BRI n 22,31-10-1996,SVERAK LO 144157,12670,959
110,F,(N)Aristel's Cyntia,BRI n 24,31-10-1996,FD LO 88754,12670,959
111,F,(N)Artic Coon's Tortilla,MCO f,15-12-2003,(N)NRR LO 137843,147054,15580
112,M,(N)Aryam Felix,ABY n,...,NRR LO 5604,1774,16911
113,M,(N)Astasiam Baffin Bellmann,SIA a,...,NRR LO 105604,159582,143062
114,F,(N)Astasiam Chula Chamante,SIA n,29-11-1992,FD LO 84831,177004,143062
115,F,(N)Astasiam Cindy Celerina,SIA n,29-11-1992,NRR LO 107903,177004,143062
116,M,(N)Astasiam Iceblue Isak,SIA a,04-10-2002,NRR LO 134768,118702,150862
117,M,(N)Asynjen's Frodo,NFO d 09 22,23-04-1991,FD LO 63222,1075,1072
118,F,(N)Asynjen's Frøya,NFO f 09 23,23-04-1991,FD LO 64607,1075,1072
119,F,(N)Asynjen's Tussi,NFO f 09 22,11-10-1996,NRR LO 117193,20444,1072
120,M,(N)Attack's Devil-sTail,BAL d,17-11-2004,FD LO 132101,118572,16978
121,F,(N)Attack's Long Kiss,BAL g,17-11-2004,NRR LO 140057,118572,16978
122,M,(N)Attack's Miu Miu,BAL d 21,19-04-2006,SVERAK LO 223654,170180,121
123,M,(N)Ayram Benedict,ABY o,...,NRR LO 4754,,
124,F,(N)Ayram Frezia,ABY o,...,NRR LO 5608,1774,16911
125,F,(N)Ayram Harmonia,SOM o,...,NRR LO 62413,,
126,F,(N)Ayram Minerva,ABY n,...,NRR LO 117452,,
127,M,(N)Azzi's Frodo,RAG a 04,09-08-2003,SVERAK LO 197836,172652,1010
128,F,(N)Azzi's Jasmin,RAG n,06-06-2004,SVERAK LO 203946,172654,172647
129,M,(N)Bajasso's Chevalier de Danceney,NFO n 09 23,...,NRR RX 54581,1398,175318
130,F,(N)Bajasso's Juliane,NFO a 23,...,NRR RX 54583,1398,175318
131,F,(N)Bajasso's Silvia,NFO ns,...,SVERAK RX 55586,159621,175318
132,F,(N)Bakketuns Meta,NFO f 23,...,NRR RX 54996,,
133,M,(N)Bantai's Aquarius,SBI a,...,NRR LO 122120,142510,142502
134,F,(N)Bargello Gogo Girl,MCO gs 03,...,NRR LO 139066,154355,167414
135,F,(N)BatStar Oh Yeah,OSH g 24,16-07-2007,(SE)SVERAK LO 237686,124085,175026
136,M,(N)Beatles Day Tripper,CRX n,...,SVERAK LO 51881,194147,2860
137,F,(N)Beier's Aurora,NFO n 09 23,...,NRR RX 52490,131892,9056
138,M,(N)Beier's Bianco,NFO w,...,NRR LO 61312,,
139,M,(N)Beier's Brage,NFO n 23,...,NRR LO 63452,144,141713
140,F,(N)Beier's Daisy,NFO n 09 22,...,NRR RX 52630,131892,9063
141,F,(N)Beier's Danielle,NFO n 09 23,...,NRR LO 60760,124131,137
142,F,(N)Beier's Darling,NFO n 09 23,...,NRR RX 55359,1370,136923
143,F,(N)Beier's Kristara,NFO w,...,NRR LO 61315,1366,137
144,M,(N)Beier's Mikke,NFO n 09 23,...,NRR LO 62490,241,137
145,M,(N)Beier's Romeo,NFO w,...,NRR LO 61093,1366,140
146,F,(N)Benill's Amor,SIA a,...,NRR LO 100044,,
147,F,(N)Bernhof Nastya,RUS,...,NRR LO 140676,14158,350
148,F,(N)Bevre's Dessi,PER n 02 62,29-02-1996,FD RX 12655,1305,1306
149,F,(N)Bevre's Penny Paintbox,PER f 03,...,NRR RX 108263,56,130572
150,M,(N)Bevre's Prince Michael,PER e 02 62,19-06-1996,FD RX 12654,477,149
151,M,(N)Big Kitty Antonio,MCO d 22,16-05-2005,FD LO 135799,172319,1116
152,F,(N)Big Kitty Cherie,MCO a 22,17-09-2009,(DK)FD LO 178404,147077,154
153,M,(N)Big Kitty Hansa Light,MCO n 22,03-05-2006,FD LO 141849,142219,170783
154,F,(N)Big Kitty Magica,MCO n 22,...,(NO)NRR LO 149420,142219,142135
155,M,(N)Bigstone's Amadeus,BRI ns 24 62,13-08-2003,SVERAK LO 195272,4438,376
156,M,(N)Bimico's Astro,RAG a 04,14-05-2009,FD LO 177784,328,330
157,F,(N)Bjølar's Bella Tiffany,NFO f 09,...,NRR RX 55461,938,1022
158,F,(N)Bjølar's Betzy,NFO d,...,NRR RX 55462,,
159,F,(N)Bjølar's Esmeralda,NFO f,...,NRR LO 62732,155195,158
160,M,(N)Bjørn's Bamse,BUR a,...,NRR LO 117365,,
161,M,(N)Bjørn's Cornelis,BUR e,15-08-1999,NRR LO 125821,134316,125854
162,F,(N)Bjørn's Esmeralda,BUR d,05-08-2000,NRR LO 128790,121579,125854
163,M,(N)Bjørn's Garfield,BUR e,...,NRR LO 132074,170158,162
164,F,(N)Bjørn's Hei Heidi Hei,BUR j,...,NRR LO 132520,161,744
165,F,(N)Bjørn's Joan Baez,BUR g,17-08-2003,SVERAK LO 193991,163,164
166,M,(N)Blackwater's Bailey,ABY p,...,NRR LO 6751,155224,1061
167,F,(N)Blackwater's Schila,ABY a,20-03-1995,FD LO 105690,166,130491
168,M,(N)Blomsterdalen's Amigo,NFO n 09,24-01-2004,NRR LO 138197,174535,126194
169,F,(N)Blomsterdalen's Belinda,NFO w,03-11-2004,NRR LO 140195,168,170692
170,M,(N)Blomsterdalen's Cæsar,NFO ns 09 24,10-11-2004,(N)NRR LO 140407,23040,190822
171,F,(N)Blomsterdalen's Diana,NFO w,...,(N)NRR LO 143420,170,170692
172,M,(N)Blåbærskogens Fabian,NFO n 09,...,SVERAK RX 56799,159617,167124
173,M,(N)Blåbærskogens Faxe,NFO n,...,NRR RX 52194,159617,167124
174,F,(N)Bobo's Amalia Sachs,DRX b,20-07-2009,FD LO 157821,134795,101037
175,F,(N)Bobo's Annika Bengtzon,CRX a 09 33,15-08-2007,FD LO 152572,32463,183534
176,M,(N)Bobo's Dragan Armanskij,CRX a 23,08-01-2008,FD LO 154125,32463,183535
177,M,(N)Bobo's Harry Hole,CRX n 09 33,15-08-2007,FD LO 152573,32463,183534
178,M,(N)Bobo's Kurt Wallander,CRX n 33,15-08-2007,FD LO 152571,32463,183534
179,M,(N)Bobo's Lincoln Rhyme,DRX b,20-07-2009,FD LO 157820,134795,101037
180,F,(N)Bobo's Lisbeth Salander,CRX a 23,08-01-2008,FD LO 154122,32463,183535
181,M,(N)Bobo's Michael Blomkvist,CRX a 23,08-01-2008,FD LO 154124,32463,183535
182,M,(N)Bobo's Millenium,CRX a 23,08-01-2008,FD LO 154123,32463,183535
183,M,(N)Bobo's Varg Veum,NFO e 02 21,15-08-2007,FD LO 152570,32463,183534
184,F,(N)Bombalurina's Bohamian Rapsody,PER g 03,14-02-1992,FD LO 73927,159762,137227
185,F,(N)Bombalurina's Head in the Clouds,PER a,30-08-1996,FD LO 89243,149618,190099
186,F,(N)Bombalurina's Jitterbug,PER n 03,...,NRR LO 108543,159762,183439
187,M,(N)Bombalurina's Man In The Moon,PER a 02 62,05-08-1997,SVERAK LO 148954,149618,190062
188,F,(N)Bombalurina's Postmarque,PER n 03,08-08-1990,FD LO 65335,125789,183105
189,M,(N)Bombalurina's Waikiki,PER n,...,NRR LO 113437,149618,186
190,F,(N)Brekkeby's Carmenzita,NFO n,13-04-2002,FD LO 117138,173178,159908
191,M,(N)Brekkeby's Zako,NFO n 24,...,NRR LO 132726,173178,159908
192,F,(N)Brica's Persian Turtle,PER f 03,...,NRR LO 108493,,
193,F,(N)Brica's Victoria,PER f 03,...,NRR LO 110098,159762,192
194,F,(N)Brusvehagen Angel of Mine,PER n 22,...,NRR LO 128998,1104,868
195,F,(N)Brusvehagen Bubbles of Pleasure,EXO g,21-03-2003,FD LO 122896,208,196
196,F,(N)Brusvehagen Cabotine,EXO e,...,NRR LO 131220,871,207
197,M,(N)Brusvehagen Captain of My Heart,PER ns 23 62,23-02-1998,SVERAK LO 162770,1101,866
198,M,(N)Brusvehagen Casino Royale,PER n 03 22,30-10-2006,SVERAK LO 231030,202,205
199,F,(N)Brusvehagen Chanel,EXO e,...,(N)NRR LO 131219,,
200,F,(N)Brusvehagen Cloé,EXO e,...,NRR LO 131221,871,207
201,F,(N)Brusvehagen Dream Baby,PER f,27-07-2000,NRR LO 128999,1104,868
202,M,(N)Brusvehagen Eternity,PER n 03 22,05-06-2005,NRR LO 142045,121299,173908
203,F,(N)Brusvehagen Lady Marmelade,EXO f,...,(N)NRR LO 132256,,
204,F,(N)Brusvehagen Madam Butterfly,PER f 22,05-06-1997,NRR LO 119463,172113,867
205,F,(N)Brusvehagen Magnolia,PER n 03,...,NRR LO 132411,23239,201
206,F,(N)Brusvehagen Mira Miranda,PER ns,16-04-2000,NRR LO 128565,210,869
207,F,(N)Brusvehagen Petit Minette,EXO g,05-02-1998,NRR LO 121536,172113,173903
208,M,(N)Brusvehagen Simply The Best,PER a,...,NRR LO 133261,871,10340
209,M,(N)Brusvehagen Sweet Expression,PER n,...,NRR LO 130146,171951,206
210,M,(N)Brusvehagen Touch of Heaven,PER ns,12-06-1997,NRR LO 119468,172113,866
211,M,(N)Bytangen's Asgeir,NFO d 09 24,13-01-2006,(NO)NRR LO 144000,172283,970
212,F,(N)Bytangen's Bodil,NFO f 09,14-02-2007,FD LO 148921,171547,969
213,F,(N)Baarli's Bianka,MCO ns 22,...,(N)NRR LO 142432,170780,1117
214,M,(N)Caelitus Déjá-vu,SIA d,04-12-2007,(SE)SVERAK LO 247317,151521,173850
215,M,(N)Calamity Good Boy Fendi,SBI a,14-03-1999,SVERAK LO 158617,782,217
216,M,(N)Calamity's Charming Dodi,SBI n,29-01-2000,FD LO 103597,170635,10292
217,F,(N)Calamity's Delightful Darcee,SBI a,...,NRR LO 118362,,
218,F,(N)C-Am's Oriental Blue Lagoon,OSH a,...,NRR LO 124810,,
219,F,(N)C-Am's Oriental Desiree,OSH a 24,24-11-2000,SVERAK RX 174747,671,218
220,M,(N)Cantimo's Idefix,SBI n 21,...,NRR LO 61641,170172,10204
221,F,(N)Cara Cheeta,KOR,...,SVERAK LO 45622,140206,175961
222,M,(N)Carambas Coquito,SOM n,...,NRR LO 62520,,
223,M,(N)Carambas Durango,SOM n,...,NRR LO 63212,174635,147629
224,F,(N)Carambas Ellisse,SOM n,...,NRR LO 115405,171616,147629
225,F,(N)CarilloCat January Jane,SIB f 02 21,12-01-2010,(DK)FD LO 180013,171315,226
226,F,(N)CarilloCat Lucky Choice,SIB fs 02,...,(NO)NRR LO 153317,84341,170441
227,F,(N)CarilloCat Peek A Boo,SIB fs 03 22,...,(N)NRR LO 156435,229,170441
228,M,(N)CarilloCat Septimus,SIB ns 03 22,14-09-2010,(DK)FD LO 202368,84341,227
229,M,(N)CarilloCat Smoke'n Fire,SIB ds,18-04-2007,(N)NRR RX 148477,166702,171434
230,F,(N)CarilloCat Weird Wonder,SIB fs,27-08-2008,(SE)SVERAK RX 252080,84341,171434
231,F,(N)Carrabassett's Foxy Brown,MCO n 22,13-11-2010,(DK)FD LO 203559,608,41375
232,M,(N)Casa Rolla Fabian,KBL ns,31-07-2009,(DK)FD RX 211995,189080,1047
233,M,(N)Casa Rolla Hippie F,KBL ns 24,...,(N)NRR RX 157405,189080,1047
234,M,(N)Cat Baloo's Red Delicious,SBI d,...,NRR LO 60580,148591,186965
235,M,(N)Catfellow's Conan,MCO n,...,(N)NRR LO 142123,96,820
236,F,(N)Catfellow's Dark Angel,MCO f,...,NRR LO 142112,96,111
237,M,(N)Catfellow's Kilimanjaro,MCO n,11-10-2007,FD LO 171791,235,88
238,M,"(N)Catfellow's Kilimanjaro, JW",MCO n,11-10-2007,FD LO 170980,235,88
239,F,(N)Catfellow's Miss Sarah Jesebel,MCO d,19-04-2008,FD LO 173324,96,236
240,F,(N)Catline Belina,NFO n 22,...,NRR LO 62048,,
241,M,(N)Catline Brahms,NFO ns 23,...,NRR LO 62051,183832,1074
242,F,(N)Catline Daisy,NFO n 22,...,NRR RX 55768,765,954
243,M,(N)Catline Dennis,NFO n 22,...,NRR RX 55770,765,954
244,F,(N)Catline Evita,NFO w,...,NRR RX 55952,194283,130936
245,F,(N)Catline Julie,NFO n 09 22,...,NRR LO 61449,1020,954
246,M,(N)Catline Kim,NFO n 09 22,...,NRR LO 63262,3453,242
247,M,(N)Catline Leon,NFO w,...,NRR RX 111798,194283,130936
248,F,(N)Catline Mia,NFO ns 09 23,...,NRR LO 112158,246,126072
249,F,(N)Catline Miss Elouise,BAL g 21,...,NRR LO 108330,179553,151773
250,F,(N)Catline Miss Ezzie,BAL g 21,...,NRR LO 108329,,
251,F,(N)Catline Papaia,NFO n 09 22,31-08-1990,FD LO 61692,1020,954
252,F,(N)Catline Pia,NFO ns,...,NRR RX 116661,,
253,M,(N)Catline Tristan,NFO ns 23,28-06-1997,FD RX 12400,122214,248
254,F,(N)Catline White Linnen,NFO w,...,NRR RX 54363,1020,130936
255,M,(N)Catzmir's Goggen,SBI a,03-02-2001,NRR LO 129862,173511,256
256,F,(N)Catzmir's Ninni,SBI a,...,NRR LO 124213,,
257,M,(N)Celosia's Aramis,PER a 33,...,NRR LO 131052,262,972
258,M,(N)Celosia's Chandèr,PER d 33,...,NRR LO 112058,,
259,F,(N)Celosia's Fortuna,PER e 33,28-05-1998,NRR LO 122490,260,984
260,M,(N)Celosia's Labbetuss,PER d 33,...,NRR LO 116115,,
261,M,(N)Celosia's Poseidon,PER e 33,18-09-2003,FD LO 126528,257,136005
262,M,(N)Celosia's Thunder,PER e 22,24-06-2000,NRR LO 128506,170060,259
263,M,(N)Charannis Daparell,SBI n,...,NRR LO 61931,,
264,F,(N)Chemitasha's Chakeela,SBI h 21,11-11-2002,FD LO 134801,167949,169286
265,M,(N)Cherrydown's Fav,PER e,...,NRR LO 116108,167740,166845
266,F,(N)Cherrydown's Heartbreaker,PER f 03,...,NRR LO 111834,,
267,F,(N)Cherrydown's Madelen,PER n 01 62,...,NRR LO 116088,149020,266
268,F,(N)Cherrydown's Rebeca,PER g 03,...,NRR LO 121004,265,267
269,F,(N)Chiang Si's Lady Camouflage,OSH f,...,NRR LO 102557,,
270,M,(N)Chocolaterie Deux Lai-La Rouge,SIA d,...,NRR LO 106654,167261,181820
271,F,(N)Chriar's Ansell,SIA n 21,...,NRR LO 119421,966,963
272,M,(N)Chriar's Morten Minstemann,SIA n,...,NRR LO 124852,,
273,F,(N)Chrissus Akela,NFO n 23,22-08-2000,(N)NRR LO 129019,1267,1086
274,F,(N)Chrissus Black Moon,NFO n 03,20-12-2007,(DK)FD LO 206565,43667,171468
275,M,(N)Chrysanthemum Baltus,BUR n,05-03-2009,(S)SVERAK LO 257163,114944,173452
276,F,(N)Cir-Da-Mir Anabele M,SIA n,...,SVERAK LO 118624,,
277,F,(N)Cj De's Isis Angelica,SIA a,...,NRR LO 136990,173924,311
278,F,(N)Coco Chanel's Duchesse Draquella,OSH n 24,29-05-2009,FD LO 157713,166876,123377
279,F,(N)Coco Chanel's Everblue,SIA a,...,NRR LO 112015,23197,501
280,F,(N)Coco Chanel's Mercedes,OSH n 24,23-03-2008,(S)SVERAK LO 246345,123724,148555
281,M,(N)Coco Chanel's Moonswift,SIA n,03-02-1997,SVERAK RX 147044,143059,160588
282,F,(N)Coco Islands' Amanda,NFO f 09,...,NRR RX 55224,1020,359
283,F,(N)Coco Islands' Bettina,NFO f 09 22,...,NRR RX 55755,187066,359
284,F,(N)Coco Islands' Carmen,NFO n 09 22,...,NRR LO 63264,167454,283
285,M,(N)Coco Islands' Horkheimer,NFO n 23,15-09-1996,FD LO 90866,168823,284
286,F,(N)Coco Islands' Hulda,NFO n 09 23,...,NRR LO 117347,168823,284
287,M,(N)Coco Island's Kyrre,NFO n 09 22,...,(S)SVERAK LO 163647,,
288,M,(N)Coco Islands' Leo,NFO n 09 22,30-11-1999,FD RX 13975,129,283
289,M,(N)Coco Islands' Mr. Q,NFO n 09 22,02-03-2003,NRR LO 135296,834,291
290,M,(N)Coco Island's Oliver,NFO n 09 22,...,1.DEKZV LO 288409,,
291,F,(N)Coco Islands' Oranja,NFO n 22,25-11-2001,NRR LO 131687,487,183814
292,M,(N)Con Brio's Faustino,EXO ns 23 62,...,NRR LO 129231,130025,130045
293,F,(N)Con Brio's Frida,EXO ns,...,NRR LO 129232,130025,130045
294,M,(N)Con Brio's Obi-Wan Kenobi,EXO n 22,...,NRR LO 136114,127237,293
295,F,(N)Con Brio's Silver Joline,EXO ns 24 62,...,NRR LO 131751,292,130067
296,M,(N)Con Brio's Silver Ragtime,EXO ns 22 62,08-04-2004,SVERAK LO 211600,127237,295
297,M,(N)Con Brio's Silver William,EXO ns 24 62,26-03-2005,SVERAK LO 211596,127237,295
298,M,(N)Con Keriiz Blue Magic Dream,SBI a,...,(N)NRR LO 148322,616,1040
299,F,(N)Con Keriiz Breathless Diamond,SBI a,...,(N)NRR LO 148324,173377,173002
300,F,(N)Confidense Ariana,BUR n,...,NRR LO 7050,173055,136724
301,F,(N)Coontiki's Dixi Wild Symphonie,MCO n 22,22-01-2003,FD LO 121236,169570,6394
302,F,(N)Cordon Bleu's Cotton Ball,SBI a,14-05-2002,NRR LO 133369,255,64
303,F,(N)Crispy Josefine,BRI j 03,09-03-2006,FD LO 140631,170293,168470
304,F,(N)Crown Imperial Divine Bast,SBI c,...,NRR LO 137904,347,302
305,F,(N)Damrong's Atlanta,SIA g,...,NRR RX 114775,395,532
306,F,(N)Damrong's Ballentine,BAL g,...,NRR LO 119107,525,532
307,M,(N)Damrong's Bell Canto,SIA n,14-03-2001,NRR LO 129917,272,143052
308,M,(N)Damrong's Choreta,BAL e 21,14-11-1997,FD LO 103068,525,305
