ID,GENDER,NAME,EMS,DOB,REG,SIRE,DAM
40050,F,DK Christlund's Cia,SBI a,10-01-1987,FD LO 46329,6984,179331
40051,F,DK Christlund's Claire,SBI a,10-01-1987,FD LO 46328,6984,179331
40052,M,DK Christlund's Didrik,SBI a,...,FD LO 48680,18884,179331
40053,F,DK Christlund's Gira,SBI a,08-02-1989,FD LO 54380,18884,179331
40054,F,DK Christlund's Hanna-Lill,SBI n,15-12-1989,FD LO 58140,16123,179331
40055,F,DK Christlund's Hanne-Sofie,SBI n,15-12-1989,FD LO 58141,16123,179331
40056,F,DK Christlund's Ivalo,SBI f 21,13-07-1991,FD LO 63649,179434,40055
40057,M,DK Christlund's Jarl,SBI n,18-03-1992,FD LO 67032,66497,188016
40058,F,DK Christlund's Katinka,SBI n,28-03-1992,FD LO 66865,183375,40055
40059,F,DK Christlund's Kikki,SBI a,28-03-1992,FD LO 66867,183375,40055
40060,F,DK Christlund's Kira,SBI a,28-03-1992,FD LO 66866,183375,40055
40061,M,DK Christlund's Kuno,SBI a,28-03-1992,FD LO 66868,183375,40055
40062,F,DK Christlund's Lili,SBI f 21,05-04-1992,FD LO 67033,66497,40056
40063,F,DK Christlund's Luna,SBI d,05-04-1992,FD LO 67034,66497,40056
40064,F,DK Christlund's Lya,SBI d,05-04-1992,FD LO 67035,66497,40056
40065,F,DK Christlund's Marion,SBI f,18-07-1992,FD LO 69351,66497,188016
40066,F,DK Christlund's Naja,SBI f,15-01-1993,FD LO 70137,66497,40055
40067,M,DK Christlund's Nero,SBI n,15-01-1993,FD LO 70136,66497,40055
40068,F,DK Christlund's Nikoline,SBI g,15-01-1993,FD LO 70138,66497,40055
40069,M,DK Christlund's Nio,SBI n,15-01-1993,FD LO 70135,66497,40055
40070,F,DK Christlund's Olivia,SBI f,05-11-1993,FD LO 74172,66497,40055
40071,F,DK Christlund's Ophelia,SBI f,05-11-1993,FD LO 74171,66497,40055
40072,F,DK Christlund's Ottilia,SBI g,05-11-1993,FD LO 74173,66497,40055
40073,M,DK Christlund's Pride Junior,SBI a,06-03-1994,FD LO 75698,194214,188016
40074,M,DK Christlund's Qreme de la Creme,SBI e 21,14-03-1994,FD LO 75699,66546,40065
40075,F,DK Christlund's Qui Va La,SBI g,14-03-1994,FD LO 75700,66546,40065
40076,M,DK Christlund's Red Robin,SBI d,09-07-1994,FD LO 77774,66546,66153
40077,F,DK Christlund's Regitze,SBI n,09-07-1994,FD LO 77772,66546,66153
40078,F,DK Christlund's Rosalil,SBI n,09-07-1994,FD LO 77773,66546,66153
40079,M,DK Christlund's Rumle,SBI a 21,09-07-1994,FD LO 77775,66546,66153
40080,F,DK Christlund's Sally,SBI g,25-05-1995,FD LO 81584,40073,40072
40081,M,DK Christlund's Samson,SBI e,25-05-1995,FD LO 81582,40073,40072
40082,M,DK Christlund's Simba,SBI e,25-05-1995,FD LO 81583,40073,40072
40083,M,DK Christlund's Sir Karlo,SBI e,25-05-1995,FD LO 81581,40073,40072
40084,F,DK Christlund's Tabita,SBI n,08-12-1995,FD LO 83827,40073,66153
40085,M,DK Christlund's Talisman,SBI e,08-12-1995,FD LO 83828,40073,66153
40086,F,DK Christlund's Uni,SBI a,26-02-1996,FD LO 84388,40073,40080
40087,M,DK Christlund's Uno-Hannibal,SBI a,26-02-1996,FD LO 84387,40073,40080
40088,F,DK Christlund's Ursula,SBI a,26-02-1996,FD LO 84389,40073,40080
40089,M,DK Christlund's Victor Veller,SBI n,22-12-1997,FD LO 92820,66012,40084
40090,M,DK Christlund's Vivaldi,SBI n,22-12-1997,FD LO 92821,66012,40084
40091,M,DK Christlund's Walter,SBI a 21,15-06-1998,FD LO 95641,194214,40072
40092,M,DK Christlund's Wilhelm,SBI e,15-06-1998,FD LO 95640,194214,40072
40093,M,DK Christlund's William,SBI a,15-06-1998,FD LO 95639,194214,40072
40094,F,DK Christlund's Wilma,SBI g 21,15-06-1998,FD LO 95638,194214,40072
40095,F,DK ChrisToCats Adele,BRI ns 11,09-05-2007,FD RX 152308,85558,85438
40096,F,DK ChrisToCats Agnes,BRI ns 22 64,09-05-2007,FD RX 152310,85558,85438
40097,F,DK ChrisToCats Aida,BRI ns 22 64,09-05-2007,FD RX 152309,85558,85438
40098,M,DK ChrisToCats Ambrosius,BRI ns 11,09-05-2007,FD RX 152307,85558,85438
40099,F,DK ChrisToCats Babette,BRI ns 11,30-04-2008,FD RX 155042,85558,85438
40100,M,DK ChrisToCats Basil,BRI ns 24 64,30-04-2008,FD RX 155041,85558,85438
40101,M,DK ChrisToCats Camero,XLH n 22,04-05-2008,FD RX 154882,151223,72909
40102,M,DK ChrisToCats Chevy,XSH n,04-05-2008,FD RX 154883,151223,72909
40103,F,DK ChrisToCats Clandestine,XSH ns 22 64,04-05-2008,FD RX 154886,151223,72909
40104,F,DK ChrisToCats Cleo,XLH ns 22 64,04-05-2008,FD RX 154885,151223,72909
40105,M,DK ChrisToCats Corvette,ACL as 22,04-05-2008,FD RX 154884,151223,72909
40106,M,DK Chrisycats Amadeus,NFO n,06-11-2007,FD LO 149508,95849,91180
40107,F,DK Chrisycats Annabell,NFO a 23,06-11-2007,FD LO 149509,95849,91180
40108,M,DK Chrisycats Apollo,NFO n 23,06-11-2007,FD LO 149506,95849,91180
40109,F,DK Chrisycats Aya,NFO n,06-11-2007,FD LO 149507,95849,91180
40110,F,DK Chrisycats Bailey,NFO gs 24,31-07-2008,FD LO 173491,170542,91180
40111,F,DK Chrisycats Beauty,NFO fs 24,31-07-2008,FD LO 173489,170542,91180
40112,M,DK Chrisycats Bjørn,NFO a 23,31-07-2008,FD LO 173488,170542,91180
40113,F,DK Chrisycats Bliz,NFO g 24,31-07-2008,FD LO 173490,170542,91180
40114,M,DK Chrisycats Bosse,NFO ns,31-07-2008,FD LO 173487,170542,91180
40115,F,DK Chrisycats Cala,NFO a,29-05-2009,FD LO 176242,181038,40107
40116,M,DK Chrisycats Chaos,NFO a,29-05-2009,FD LO 176243,181038,40107
40117,M,DK Chrisycats Charlie,NFO a 23,29-05-2009,FD LO 176244,181038,40107
40118,F,DK Chrisycats Chili,NFO a,29-05-2009,FD LO 176241,181038,40107
40119,F,DK Chrisycats Cutie,NFO a,29-05-2009,FD LO 176240,181038,40107
40120,M,DK Chrisycats Dan,NFO ns 23,27-10-2009,FD LO 177811,1129,91180
40121,F,DK Chrisycats Day Light,NFO ns 23,27-10-2009,FD LO 177814,1129,91180
40122,F,DK Chrisycats Dizzy,NFO a 23,27-10-2009,FD LO 177812,1129,91180
40123,F,DK Chrisycats Dream,NFO a 22,27-10-2009,FD LO 177815,1129,91180
40124,F,DK Chrisycats Dufy,NFO n 23,27-10-2009,FD LO 177813,1129,91180
40125,M,DK Chrisycats Eddie,NFO as 23,03-07-2010,(DK)FD LO 200171,1129,40107
40126,F,DK Chrisycats Fanny,NFO ns,24-09-2010,(DK)FD LO 201183,109048,42
40127,M,DK Chrisycats Figo,NFO ns 24,24-09-2010,(DK)FD LO 201187,109048,42
40128,M,DK Chrisycats Filur,NFO n,24-09-2010,(DK)FD LO 201186,109048,42
40129,M,DK Chrisycats Frede,NFO n 09,24-09-2010,(DK)FD LO 201184,109048,42
40130,M,DK Chrisycats Frost,NFO ns 09 24,24-09-2010,(DK)FD LO 201185,109048,42
40131,F,DK Chrisycats Gaia,NFO ns 23,15-05-2011,(DK)FD LO 203837,1129,171270
40132,M,DK Chrisycats Garcia,NFO ds 22,15-05-2011,(DK)FD LO 203836,1129,171270
40133,F,DK Chrisycats Grace,NFO ns 22,15-05-2011,(DK)FD LO 203838,1129,171270
40134,M,DK Chrisycats Harley,NFO ns 23,05-07-2011,(DK)FD LO 204740,1129,42
40135,M,DK Chrisycats Heartbreaker,NFO as 24,05-07-2011,(DK)FD LO 204739,1129,42
40136,F,DK Chrisycats Honey,NFO ns 24,05-07-2011,(DK)FD LO 204738,1129,42
40137,F,DK Chrisycats Hope,NFO as 22,05-07-2011,(DK)FD LO 204741,1129,42
40138,M,DK Chrisycats Iggy,NFO ns 09 24,02-08-2012,(DK)FD LO 211240,108798,171270
40139,F,DK Chrisycats Imse,NFO ns 23,02-08-2012,(DK)FD LO 211236,108798,171270
40140,M,DK Chrisycats Indy,NFO ds 09 24,02-08-2012,(DK)FD LO 211238,108798,171270
40141,F,DK Chrisycats Inez,NFO ns 09 23,02-08-2012,(DK)FD LO 211239,108798,171270
40142,F,DK Chrisycats Ipanema,NFO ft s 09 24,02-08-2012,(DK)FD LO 211241,108798,171270
40143,F,DK Chrisycats Iris,NFO ns 09 23,02-08-2012,(DK)FD LO 211237,108798,171270
40144,F,DK Chrisycats Jade,NFO a 22,29-10-2012,(DK)FD LO 212039,1129,42
40145,F,DK Chrisycats Java,NFO n 23,29-10-2012,(DK)FD LO 212038,1129,42
40146,F,DK Chrisycats Jazz,NFO as 24,29-10-2012,(DK)FD LO 212037,1129,42
40147,M,DK Chrisycats Jive,NFO ns 24,29-10-2012,(DK)FD LO 212035,1129,42
40148,F,DK Chrisycats June,NFO ns 24,29-10-2012,(DK)FD LO 212036,1129,42
40149,M,DK Chrisycats Nor,NFO ns 23,27-10-2009,FD LO 177816,1129,91180
40150,F,DK Chrone's Bellami,SBI n,22-08-1988,FD LO 52607,16123,11678
40151,F,DK Chrystalpearls Diamond,PER e 33,02-08-2010,(DK)FD LO 201137,38680,70347
40152,M,DK Chrystalpearls Ed Hardy,PER e 33,02-08-2010,(DK)FD LO 201135,38680,70347
40153,F,DK Chrystalpearls Jewel,PER e 33,02-08-2010,(DK)FD LO 201136,38680,70347
40154,M,DK CiaoBella's Aidan,NFO w,25-04-2006,FD LO 140866,166730,65650
40155,M,DK CiaoBella's Aladdin,NFO a,19-05-2011,(DK)FD LO 204485,109031,65650
40156,M,DK CiaoBella's Alfred,NFO n,19-05-2011,(DK)FD LO 204486,109031,65650
40157,M,DK CiaoBella's Alvin,NFO e 09,25-10-2008,FD LO 174050,50075,57570
40158,M,DK CiaoBella's Attila,NFO w,13-03-2008,FD LO 170831,166730,65650
40159,F,DK CiaoBella's Aurora,NFO f 09 23,08-04-2008,FD LO 171012,109031,78397
40160,M,DK CiaoBella's Bamse,NFO n,19-05-2011,(DK)FD LO 204487,109031,65650
40161,M,DK CiaoBella's Beefeater,NFO a,25-04-2006,FD LO 140868,166730,65650
40162,M,DK CiaoBella's Black Beauty,NFO n,13-03-2008,FD LO 170833,166730,65650
40163,M,DK CiaoBella's Bølle Bob,NFO e 23,08-04-2008,FD LO 171016,109031,78397
40164,F,DK CiaoBella's Camille,NFO d 09 23,18-05-2011,(DK)FD LO 204480,109031,78421
40165,F,DK CiaoBella's Dahlia,NFO fs 09 23,25-10-2008,FD LO 174049,50075,57570
40166,F,DK CiaoBella's Danderai Day,NFO ns 22,06-08-2006,FD LO 142886,166730,69713
40167,F,DK CiaoBella's Duchesse,NFO f,10-03-2007,FD LO 146299,109031,57570
40168,M,DK CiaoBella's Dynamo,NFO ns,13-03-2008,FD LO 170834,166730,65650
40169,F,DK CiaoBella's Elina Azura,NFO w,06-08-2006,FD LO 142887,166730,69713
40170,F,DK CiaoBella's Erica,NFO g 09 23,10-03-2007,FD LO 146302,109031,57570
40171,M,DK CiaoBella's Fakir,NFO n,13-09-2007,FD LO 149179,109031,65650
40172,M,DK CiaoBella's Filur,NFO d 09 23,18-05-2011,(DK)FD LO 204481,109031,78421
40173,F,DK CiaoBella's Fiona,NFO d 09 23,18-05-2011,(DK)FD LO 204482,109031,78421
40174,F,DK CiaoBella's Flora,NFO e 09 23,18-05-2011,(DK)FD LO 204484,109031,78421
40175,F,DK CiaoBella's Geneview,NFO f,13-09-2007,FD LO 149180,109031,65650
40176,F,DK CiaoBella's Kim Possible,NFO d 09 23,08-04-2008,FD LO 171015,109031,78397
40177,M,DK CiaoBella's Leopold,NFO a 23,10-03-2007,FD LO 146300,109031,57570
40178,F,DK CiaoBella's Louisiana,NFO f 09,08-04-2008,FD LO 171014,109031,78397
40179,M,DK CiaoBella's Madison,NFO n,10-03-2007,FD LO 146301,109031,57570
40180,F,DK CiaoBella's Mariposa,NFO d 03,25-10-2008,FD LO 174048,50075,57570
40181,F,DK CiaoBella's Michelle,NFO g,19-05-2011,(DK)FD LO 204488,109031,65650
40182,F,DK CiaoBella's Pricilla,NFO w,25-04-2006,FD LO 140870,166730,65650
40183,M,DK CiaoBella's Prince Carlos,NFO as 02 21,25-10-2008,FD LO 174047,50075,57570
40184,F,DK CiaoBella's Rayla,NFO w,25-04-2006,FD LO 140869,166730,65650
40185,F,DK CiaoBella's Rosella,NFO a,13-03-2008,FD LO 170832,166730,65650
40186,F,DK CiaoBella's Sallie,NFO d 09 23,18-05-2011,(DK)FD LO 204483,109031,78421
40187,F,DK CiaoBella's Sommersol,NFO e 09 23,08-04-2008,FD LO 171013,109031,78397
40188,M,DK CiaoBella's Tarzan,NFO as,06-08-2006,FD LO 142885,166730,69713
40189,M,DK CiaoBella's Thomas O'Malley,NFO n 09,10-03-2007,FD LO 146303,109031,57570
40190,M,DK CiaoBella's Tigerdyr,NFO d 09 23,08-04-2008,FD LO 171011,109031,78397
40191,M,DK CiaoBella's Tyson,NFO as,25-04-2006,FD LO 140867,166730,65650
40192,F,DK Ciaupertina's Annabella,PER g,26-07-1990,FD RX 6744,150608,40195
40193,M,DK Ciaupertina's Anthon,PER a,26-07-1990,FD RX 6743,150608,40195
40194,M,DK Ciaupertina's Arnold,PER n,26-07-1990,FD RX 6742,150608,40195
40195,F,DK Ciaupertina's Bea,PER f,30-04-1989,FD LO 55197,150608,30055
40196,F,DK Ciaupertina's Bianke,PER f,30-04-1989,FD LO 55198,150608,30055
40197,F,DK Ciaupertina's Bonnie,PER e,20-08-1988,FD LO 52620,150608,161151
40198,F,DK Ciaupertina's Cora,PER e,15-01-1989,FD LO 54054,150608,161151
40199,M,DK Ciaupertina's Danny,PER n,15-06-1990,FD LO 59692,150608,30055
40200,F,DK Ciaupertina's Darlene,PER g,15-06-1990,FD LO 59695,150608,30055
40201,F,DK Ciaupertina's Denice,PER f,15-06-1990,FD LO 59694,150608,30055
40202,M,DK Ciaupertina's Dunchan,PER a,15-06-1990,FD LO 59693,150608,30055
40203,F,DK Ciaupertina's Lullu,PER g,20-03-1988,FD LO 50806,150608,124151
40204,M,DK Cicero's Apollo,SOM o,18-02-1994,FD LO 75235,174677,118848
40205,M,DK Cicero's Balthazar,SOM n,31-07-1995,FD LO 81998,124721,118848
40206,M,DK Cicero's Bounty,SOM n,31-07-1995,FD LO 81999,124721,118848
40207,F,DK Cicero's Buffy,SOM n,31-07-1995,FD LO 82000,124721,118848
40208,F,DK Cicero's Cassandra,SOM o,24-10-1996,FD LO 88041,148298,118848
40209,M,DK Cicero's Cassius,SOM n,24-10-1996,FD LO 88039,148298,118848
40210,F,DK Cicero's Cisco,SOM n,24-10-1996,FD LO 88040,148298,118848
40211,F,DK Cifuentes Alexandra,PER n 22,...,FD LO 44024,14875,156930
40212,F,DK Cifuentes Babe,NFO g 09,11-03-1996,FD LO 84509,129710,11403
40213,F,DK Cifuentes Freyja,NFO g,10-08-1996,FD LO 87190,129710,11403
40214,F,DK Cifuentes Katla,NFO f,10-08-1996,FD LO 87192,129710,11403
40215,M,DK Cifuentes Krumme,NFO a 09 23,11-03-1996,FD LO 84508,129710,11403
40216,F,DK Cifuentes Nala,NFO f,11-03-1996,FD LO 84510,129710,11403
40217,F,DK Cifuentes Sigla,NFO g,10-08-1996,FD LO 87191,129710,11403
40218,M,DK Cifuentes Thor,NFO a 09,10-08-1996,FD LO 87193,129710,11403
40219,M,DK Cifuentes Tyson,NFO a 09,11-03-1996,FD LO 84507,129710,11403
40220,M,DK Cille's Aladdin,ABY n,25-09-1995,FD LO 83933,178265,153184
40221,F,DK Cille's Athene,ABY n,25-09-1995,FD LO 83934,178265,153184
40222,M,DK Cilliækus Milo,NFO n 09 23,02-11-1997,FD LO 92164,55955,121529
40223,F,DK Cilliækus Minush,NFO f 09 23,02-11-1997,FD LO 92161,55955,121529
40224,F,DK Cilliækus Pyrst,NFO f 09 23,02-11-1997,FD LO 92160,55955,121529
40225,M,DK Cilliækus Samson,NFO n 09 23,02-11-1997,FD LO 92163,55955,121529
40226,M,DK Cilliækus Tarzan,NFO n 09 23,02-11-1997,FD LO 92162,55955,121529
40227,M,DK Cimbrer's Bailey,SBI a,06-08-2001,FD LO 111822,72024,28800
40228,M,DK Cimbrer's Baltazhar,SBI b 21,11-04-2003,FD LO 121049,176895,75720
40229,F,DK Cimbrer's Boniqui Belize,SBI b 21,11-04-2003,FD LO 121048,176895,75720
40230,M,DK Cimbrer's Bonzai Bossanova,SBI c,11-04-2003,FD LO 121050,176895,75720
40231,M,DK Cimbrer's Bozz Alezzo,SBI b,15-07-2002,FD LO 117160,41039,75720
40232,F,DK Cimbrer's Carmen,SBI n,06-08-2001,FD LO 111820,72024,28800
40233,M,DK Cimbrer's Chocolate Caspian,SBI b 21,06-09-2004,FD LO 130092,167978,75720
40234,F,DK Cimbrer's Coco Chanel,SBI b 21,06-09-2004,FD LO 130093,167978,75720
40235,M,DK Cimbrer's Columbus,SBI b,06-09-2004,FD LO 130091,167978,75720
40236,M,DK Cimbrer's Cosmopolitan,SBI n,20-04-2007,FD LO 147329,322,75720
40237,M,DK Cimbrer's Dario,SBI b,24-04-2005,FD LO 134159,114041,75720
40238,F,DK Cimbrer's Desiré,SBI b,24-04-2005,FD LO 134160,114041,75720
40239,F,DK Cimbrer's Desmira,SBI b,24-04-2005,FD LO 134161,114041,75720
40240,F,DK Cimbrer's Duchess,SBI c 21,24-04-2005,FD LO 134162,114041,75720
40241,M,DK Cimbrer's Houdini,SBI c,06-08-2001,FD LO 111821,72024,28800
40242,F,DK Cimbrer's Miss Madeleine,SBI c,04-07-2001,FD LO 111447,167920,75720
40243,M,DK Cimbrer's Quite a Romeo,SBI b,01-04-2001,FD LO 108565,3632,28800
40244,F,DK Cimbrer's Zafir,SBI c,23-06-2003,FD LO 123532,130475,41060
40245,F,DK Cimbrer's Zeline,SBI c,23-06-2003,FD LO 123533,130475,41060
40246,F,DK Cimbretto's Annika,PER a 33,03-01-1999,FD LO 98400,40362,40359
40247,M,DK Cimbretto's Archibal,PER a 33,17-11-1990,FD LO 61653,11890,117931
40248,M,DK Cimbretto's Archibald,PER a 33,03-01-1999,FD LO 98399,40362,40359
40249,M,DK Cimbretto's Aslak,PER b 33,17-11-1990,FD LO 61654,11890,117931
40250,F,DK Cimbretto's Belinda,PER b 33,13-12-1991,FD LO 66046,19859,117931
40251,M,DK Cimbretto's Benito,PER b 33,13-12-1991,FD LO 66043,19859,117931
40252,F,DK Cimbretto's Bentja,PER b 33,13-12-1991,FD LO 66045,19859,117931
40253,F,DK Cimbretto's Bianca,PER b 33,13-12-1991,FD LO 66047,19859,117931
40254,M,DK Cimbretto's Bjarke,PER b 33,13-12-1991,FD LO 66044,19859,117931
40255,F,DK Cimbretto's Camelia,PER d 22,08-04-1999,FD LO 99793,64872,64998
40256,M,DK Cimbretto's Chaplin,PER d 33,08-04-1999,FD LO 99794,64872,64998
40257,F,DK Cimbretto's Claudia,PER d,08-04-1999,FD LO 99792,64872,64998
40258,F,DK Cimbretto's Cleopatra,PER n,20-03-1993,FD LO 73605,163682,141610
40259,M,DK Cimbretto's Columbus,PER e 33,08-04-1999,FD LO 99796,64872,64998
40260,M,DK Cimbretto's Cæzar,PER d 33,08-04-1999,FD LO 99795,64872,64998
40261,F,DK Cimbretto's Day,PER a,22-10-1999,FD LO 101961,40362,40359
40262,M,DK Cimbretto's De Rose,PER a 33,22-10-1999,FD LO 101962,40362,40359
40263,M,DK Cimbretto's Eldorado,PER b 33,04-03-1993,FD LO 70992,163682,117931
40264,F,DK Cimbretto's Elise,PER d 33,19-11-1999,FD LO 101959,64872,64914
40265,M,DK Cimbretto's Emil,PER c 33,05-02-1996,FD LO 84260,163682,40253
40266,M,DK Cimbretto's Erasmus,PER b 33,04-03-1993,FD LO 70993,163682,117931
40267,F,DK Cimbretto's Erica,PER e 33,19-11-1999,FD LO 101960,64872,64914
40268,M,DK Cimbretto's Esbjørn,PER c 33,04-03-1993,FD LO 70994,163682,117931
40269,M,DK Cimbretto's Eske,PER n 33,19-11-1999,FD LO 101956,64872,64914
40270,M,DK Cimbretto's Etlar,PER d 33,19-11-1999,FD LO 101958,64872,64914
40271,M,DK Cimbretto's Fabian,PER n,11-08-1993,FD LO 73796,163682,141610
40272,M,DK Cimbretto's Fabian,PER e 33,18-11-1999,FD LO 101964,40362,64998
40273,M,DK Cimbretto's Felix,PER e,18-11-1999,FD LO 101966,40362,64998
40274,F,DK Cimbretto's Fenja,PER g,11-08-1993,FD LO 73798,163682,141610
40275,M,DK Cimbretto's Fernando,PER d 33,18-11-1999,FD LO 101965,40362,64998
40276,F,DK Cimbretto's Fine,PER b 33,01-01-1996,FD LO 83905,163682,117931
40277,F,DK Cimbretto's Fiona,PER f 33,18-11-1999,FD LO 101963,40362,64998
40278,F,DK Cimbretto's Flora,PER n,11-08-1993,FD LO 73797,163682,141610
40279,F,DK Cimbretto's Galathea,PER b 33,25-10-1993,FD LO 74120,163682,117931
40280,F,DK Cimbretto's Galathea,PER a 33,30-12-1999,FD LO 101968,163682,40349
40281,M,DK Cimbretto's Glaukos,PER c 33,25-10-1993,FD LO 74118,163682,117931
40282,F,DK Cimbretto's Glaukos,PER h 33,30-12-1999,FD LO 101967,163682,40349
40283,F,DK Cimbretto's Gratie,PER c 33,25-10-1993,FD LO 74119,163682,117931
40284,F,DK Cimbretto's Gry,PER b 33,25-10-1993,FD LO 74121,163682,117931
40285,M,DK Cimbretto's Hektor,PER b 33,13-12-1993,FD LO 74790,163682,40253
40286,F,DK Cimbretto's Holliday,PER b 33,13-12-1993,FD LO 74791,163682,40253
40287,M,DK Cimbretto's Iambe,PER e,09-01-1994,FD LO 74649,163682,141610
40288,M,DK Cimbretto's Ikaros,PER d,09-01-1994,FD LO 74648,163682,141610
40289,F,DK Cimbretto's Iris,PER e 33,08-10-2000,FD LO 106507,40259,40361
40290,F,DK Cimbretto's Isadora,PER f,09-01-1994,FD LO 74650,163682,141610
40291,F,DK Cimbretto's Isis,PER g 33,01-06-1997,FD LO 90651,64872,40349
40292,M,DK Cimbretto's Islandé,PER e 33,08-10-2000,FD LO 106506,40259,40361
40293,F,DK Cimbretto's Ismene,PER a,09-01-1994,FD LO 74647,163682,141610
40294,M,DK Cimbretto's Jack,PER n 33,06-11-2000,FD LO 106508,40259,64914
40295,F,DK Cimbretto's Josephine,PER b 33,06-04-1994,FD LO 76110,163682,40253
40296,F,DK Cimbretto's Kassandra,PER n,03-10-1994,FD LO 78179,163682,141610
40297,M,DK Cimbretto's Kastor,PER n,03-10-1994,FD LO 78180,163682,141610
40298,M,DK Cimbretto's Kazhmir,PER d,03-10-1994,FD LO 78181,163682,141610
40299,M,DK Cimbretto's Klaes,PER e 33,12-02-2001,FD LO 108241,40259,40359
